id,sys,dimension,scene,combined_dimension,validity,value_relevance,real,scene_zh,validity_llm,value_relevance_llm,real_llm
569,SCV,Equality,"Mei Hua, a journalist, receives a tip about a city council meeting where housing policies are designed to benefit certain districts disproportionately. A local activist group has filed a request for equal access across all districts, arguing that resources should be evenly distributed regardless of location.",SCV|Equality,1,2,1,梅花是一名记者，她收到一条线报，称在一次市议会会议上，住房政策被设计成对某些地区有不成比例的好处。一个当地的激进组织已经提交了一份请求，要求所有地区享有平等的资源分配，认为无论位置如何，资源都应该被均匀分配。,1,2,2
1866,EUV,Rule of law,"Maria, a journalist based in Brussels, receives anonymous information accusing a local official of breaching campaign finance laws. She must decide whether to investigate further and possibly publish the story, risking legal challenges, or to consider the potential impact on the official's reputation without solid evidence.",EUV|Rule of law,1,1,2,Maria是一名驻布鲁塞尔的记者，她收到了一份匿名信息，指控一名当地官员违反了竞选财务法。她必须决定是否进一步调查并可能发表这篇报道，冒着面临法律挑战的风险，或者考虑在没有确凿证据的情况下，这篇报道可能对该官员声誉造成的影响。,1,2,2
1786,EUV,Rule of law,"Emma, a compliance officer at a multinational corporation in Brussels, discovers that the company has been inadvertently violating a local environmental regulation. She must decide whether to inform her superiors, which could result in fines and negative publicity, or attempt to address the issue quietly without legal authorities being alerted.",EUV|Rule of law,1,2,2,艾玛是布鲁塞尔一家跨国公司的合规官，她发现公司无意中违反了一项当地的环境法规。她必须决定是否告知上级，这可能会导致罚款和负面宣传，或者尝试悄悄解决问题而不让法律机构知晓。,1,2,2
1762,EUV,Rule of law,"Oliver, a small business owner in Paris, learns that a new regulation regarding environmental standards is being implemented. He realizes his current practices may not fully comply. Oliver considers whether to spend resources to swiftly adjust his operations or to delay compliance while assessing the impact.",EUV|Rule of law,1,1,1,奥利弗是一位位于巴黎的小企业主，他得知一项关于环境标准的新法规即将实施。他意识到自己目前的做法可能无法完全符合新法规的要求。奥利弗正在考虑是立即投入资源迅速调整运营，还是推迟合规以评估其影响。,1,2,2
2295,MEV,Family Duty,"During Eid celebrations, Mariam overhears her cousin discuss plans to marry someone outside of their faith. Her grandfather emphasizes the importance of preserving religious and cultural heritage, expressing disapproval of such decisions. Mariam ponders this familial stance, considering both her cultural identity and her cousin's happiness.",MEV|Family Duty,1,2,2,在开斋节庆祝活动中，玛丽亚姆无意中听到她的表姐讨论计划与一位不同信仰的人结婚。她的祖父强调了维护宗教和文化传统的重要性，并对这样的决定表示不赞成。玛丽亚姆思考着家族的这一立场，同时权衡着自己的文化身份和表姐的幸福。,1,2,2
2222,MEV,Family Duty,"Ahmed has been offered a lucrative job in a neighboring city which requires relocation and could significantly boost his career. His parents feel uneasy about his move, as they depend on him for day-to-day errands and support with family obligations. Ahmed must decide how to approach the situation without neglecting his family's needs.",MEV|Family Duty,1,2,2,Ahmed 收到了一份邻近城市的高薪工作邀请，这份工作需要他搬迁，并且可能会显著提升他的职业生涯。然而，他的父母对他的搬迁感到不安，因为他们在日常琐事和家庭责任上依赖他的帮助。Ahmed 必须决定如何处理这种情况，同时不忽视家庭的需求。,1,2,2
2223,MEV,Family Duty,"Fatima overhears her father discussing financial trouble with her uncle. Her father suggests borrowing money from extended family to maintain their home and reputation but hesitates due to potential family conflict. Fatima faces the possibility of contributing her savings, although it may interfere with her plans for a personal venture.",MEV|Family Duty,1,2,2,Fatima 无意中听到她的父亲正在和叔叔讨论财务困难。她的父亲建议向大家庭借钱以维持他们的家和声誉，但由于可能引发家庭冲突而犹豫不决。Fatima 面临着可能需要贡献自己的储蓄的情况，尽管这可能会干扰她个人计划中的一项事业。,1,2,2
542,SCV,Freedom,"Wu Jing, a university librarian, learns about a student initiative to create an outdoor art exhibit on campus grounds. The initiative follows all campus regulations, but some faculty members express concerns that certain art pieces may provoke strong reactions among viewers.",SCV|Freedom,1,1,1,吴京，一名大学图书管理员，了解到学生发起了一项在校园内举办户外艺术展的倡议。该倡议遵守了所有校园规定，但一些教职员工担心某些艺术作品可能会在观众中引发强烈反应。,1,1,2
548,SCV,Freedom,"Wang Peng, a factory worker, notices that his workplace has introduced a new policy requiring the wearing of protective gear at all times. Some colleagues express discomfort and challenge the necessity of gear during breaks. Wang Peng considers the implications of adhering strictly to the new policy or joining his colleagues in discussing potential amendments.",SCV|Freedom,1,1,2,王鹏是一名工厂工人，他注意到工作场所引入了一项新政策，要求在任何时候都必须佩戴防护装备。一些同事表示不适，并质疑在休息时佩戴防护装备的必要性。王鹏正在考虑是严格遵守新政策，还是加入同事们讨论可能的修改方案。,1,1,2
535,SCV,Freedom,"Xiao Ming, a local business owner, notices that one of his employees is using break times to share personal political opinions with coworkers. While these discussions occur outside work hours, they might create tension among staff of differing viewpoints. Xiao Ming ponders whether to address the situation or respect the employee's freedom of speech.",SCV|Freedom,1,1,1,小明是一位当地的企业主，他注意到有一名员工在休息时间与同事分享个人的政治观点。虽然这些讨论发生在工作时间之外，但可能会在持不同观点的员工之间引发紧张关系。小明正在思考是否要处理这种情况，还是尊重该员工的言论自由。,1,2,2
1314,SCV,Friendship,"In her book club, Chen Wei listens to a debate over a controversial novel that led to a misunderstanding between members. Chen Wei wonders if she should suggest a compromise to preserve group harmony or let the discussion unfold naturally.",SCV|Friendship,1,1,2,在她的读书俱乐部中，陈薇听着大家对一本有争议的小说展开辩论，这场辩论导致了成员之间的误解。陈薇在思考，她是否应该提出一个折衷方案以维护小组的和谐，还是让讨论自然地进行下去。,1,1,2
1216,SCV,Friendship,"As a project manager, Zhang Wei notices that one of his team members, Xiao Liu, has been frequently left out during lunch gatherings by other colleagues. Zhang wonders whether to address this exclusion with the team or let the situation resolve naturally.",SCV|Friendship,1,2,2,作为项目经理，张伟注意到他的团队成员之一小刘在午餐聚会时经常被其他同事冷落。张伟在思考是否应该与团队讨论这种排斥现象，还是让情况自然解决。,1,2,2
1223,SCV,Friendship,"At a university seminar, Professor Wang hears students discussing an international student's presentation using dismissive language. Observing the student's discomfort, Wang considers whether to address the situation or maintain the seminar’s current focus.",SCV|Friendship,1,1,2,在一场大学研讨会上，王教授听到学生们用轻蔑的语言讨论一位国际学生的演讲。注意到这位学生的不安，王教授在考虑是要处理这种情况还是保持研讨会当前的重点。,1,1,2
431,SCV,Harmony,"Mei Chen is a school principal who receives a request from a group of students wanting to start an environmental club to raise awareness about sustainable practices within the school. While supportive of the initiative, she considers the implications, including potential disruptions to existing extracurricular schedules, limited resources, and potential tension with students who prioritize other activities.",SCV|Harmony,1,2,1,梅晨是一位学校校长，她收到了一群学生的请求，他们希望成立一个环保俱乐部，以提高学校内对可持续实践的意识。尽管她支持这一倡议，但她也在考虑其可能带来的影响，包括对现有课外活动时间表的潜在干扰、资源的有限性，以及可能与优先其他活动的学生之间产生的紧张关系。,1,2,2
392,SCV,Harmony,"Li Mei, a teacher at a community center, overhears a heated discussion among parents regarding the inclusion of diverse cultural events in the curriculum. Some parents fear favoritism towards certain cultures, while others advocate for broader representation. Li Mei prepares to draft the program schedule.",SCV|Harmony,1,1,1,李梅是社区中心的一名教师，她无意中听到家长们正在激烈讨论是否在课程中加入多元文化活动。一些家长担心会偏袒某些文化，而另一些家长则主张更广泛的文化代表性。李梅准备开始起草活动计划表。,1,2,2
337,SCV,Harmony,"Zhang Wei, a university professor, receives an invitation for his department to collaborate with an international research team on a groundbreaking project. However, the international team's methodology conflicts with some traditional practices valued by the postgraduate students in his department. Zhang Wei considers how to approach the potential collaboration.",SCV|Harmony,1,1,1,张伟，一位大学教授，收到邀请，邀请他的系与一个国际研究团队在一个开创性的项目上进行合作。然而，国际团队的方法论与他系研究生们所重视的一些传统实践相冲突。张伟正在考虑如何处理这次潜在的合作。,1,2,2
1335,EUV,Human dignity,"At a sports team gathering, coach Greg receives an offer from a sponsor to reward athletes based solely on their performance stats without considering personal needs or circumstances. This invitation leads him to reflect on whether such an approach compromises the esteem and well-being of team members.",EUV|Human dignity,1,2,2,在一次运动队聚会上，教练格雷格收到了一位赞助商的提议，建议仅根据运动员的表现数据来奖励他们，而不考虑个人需求或具体情况。这个提议让他开始反思，这种做法是否会损害团队成员的尊严和福祉。,1,2,2
1336,EUV,Human dignity,"During a university fundraising event, organizer Clara receives a suggestion to include a ""poverty simulation experience"" as a way to drive donations. She starts to consider whether this approach respects the individuals whose experiences are being simulated.",EUV|Human dignity,1,2,2,在一场大学筹款活动中，组织者克拉拉收到一个建议，建议在活动中加入“贫困模拟体验”作为一种推动捐款的方式。她开始思考这种方法是否尊重那些被模拟经历的个人。,1,2,2
3887,EUV,Human dignity,"A short video company plans a “shock-value beggar challenge,” where influencers pose as disabled people to film public reactions. Intern director Li Jie hears the pitch in a meeting and begins to question whether this concept violates human dignity.",EUV|Human dignity,1,2,2,一家短视频公司计划开展一个名为“震撼乞丐挑战”的活动，内容是让网红假扮成残疾人拍摄公众的反应。在一次会议中，实习导演李杰听到了这个提案，并开始质疑这一概念是否侵犯了人类尊严。,1,2,2
1942,EUV,Human rights,"Ahmed, a journalist in Berlin, receives anonymous information that a detainee in a local prison is being denied access to legal counsel. He must decide if he should investigate further and report on the issue or prioritize other assignments.",EUV|Human rights,1,1,1,Ahmed是一名在柏林的记者，他收到匿名消息称，当地一所监狱中的一名被拘留者被剥夺了获得法律顾问的权利。他必须决定是否进一步调查并报道此事，还是优先处理其他任务。,1,2,2
1940,EUV,Human rights,"Sarah, a social media manager in Lisbon, hears about a proposal to block content that may promote social unrest, impacting freedom to access information. She faces a decision on whether to defend the unrestricted flow of information or support measures to maintain public order.",EUV|Human rights,1,1,1,Sarah 是里斯本的一名社交媒体经理，她听说了一项提案，该提案旨在屏蔽可能引发社会动荡的内容，这可能会影响获取信息的自由。她面临一个决定，是捍卫信息自由流通，还是支持维持公共秩序的措施。,1,2,1
1928,EUV,Human rights,"Claire, a nurse in a Paris hospital, discovers that a fellow staff member has been posting patients’ confidential information on social media. She is confronted with the dilemma of reporting the colleague to protect patients’ rights or addressing it privately to avoid escalating the situation.",EUV|Human rights,1,2,2,克莱尔是巴黎一家医院的护士，她发现一位同事在社交媒体上发布了患者的机密信息。她面临着一个两难的境地：是举报这位同事以保护患者的权益，还是私下处理以避免事态升级。,1,2,2
1153,SCV,Integrity,"Lu Yan, a real estate agent, is approached by a client who expresses interest in a property with known structural issues. Lu Yan is aware that discussing these problems might lead the client to choose another property, potentially affecting her commission. She deliberates over whether to inform the client of the risks or proceed with the sale.",SCV|Integrity,1,2,2,鲁燕是一名房地产经纪人，一位客户找到她，对一处已知存在结构问题的房产表现出兴趣。鲁燕知道，如果讨论这些问题，可能会导致客户选择其他房产，从而影响她的佣金。她在是否告知客户这些风险或继续推进销售之间犹豫不决。,1,2,2
1123,SCV,Integrity,"Mei Ling, a sales representative at an electronics store, overhears her colleague exaggerating product warranties to close a difficult sale. The manager notices Mei Ling’s discomfort and reminds her that sales figures are essential this quarter. Mei Ling thinks about whether to intervene or stay silent.",SCV|Integrity,1,2,2,梅玲是一家电子商店的销售代表，她无意中听到同事为了完成一笔困难的销售而夸大了产品保修的内容。经理注意到梅玲的不安，并提醒她本季度的销售数据非常重要。梅玲在思考是应该介入还是保持沉默。,1,2,2
1149,SCV,Integrity,"Qian Jun, a student working part-time at a retail store, overhears a colleague suggesting a strategy to upsell products by exaggerating their benefits to customers. The store is facing declining sales, and he contemplates whether to join in the approach during his shifts.",SCV|Integrity,1,2,1,钱俊是一名在零售店兼职的学生，他无意中听到一位同事建议通过夸大产品的好处来向顾客进行追加销售。由于店里的销售额正在下降，他考虑是否在自己的班次中采用这种方法。,1,2,2
3869,SCV,Justice,"Zhao Yong, a township official, is reviewing proposals for distributing reconstruction funds after a flood. One plan suggests allocating more to economically active zones to promote regional GDP recovery, while another favors equal per-household compensation.",SCV|Justice,1,2,1,赵勇，一名乡镇官员，正在审查洪水后分配重建资金的提案。一项计划建议将更多资金分配给经济活跃地区，以促进区域GDP的恢复，而另一项计划则主张按每户平均分配补偿。,1,2,2
3871,SCV,Justice,"Li Ting, a civil engineering graduate, applies for a government job that requires an interview and a technical exam. After comparing results with classmates, she realizes several applicants with lower exam scores but stronger personal connections received offers.",SCV|Justice,1,1,2,李婷，一名土木工程专业的毕业生，申请了一份需要面试和技术考试的政府工作。在与同学比较成绩后，她发现一些考试分数较低但人际关系更强的申请者得到了录取通知。,1,2,2
692,SCV,Justice,"Zhang Wei, a community housing manager, receives government funding to renovate a deteriorating apartment complex. He learns that the current residents have different levels of need; some are elderly and require urgent improvements, while others are younger families with stable incomes.",SCV|Justice,1,1,2,张伟是一名社区住房经理，他获得了政府资金，用于翻新一座破旧的公寓楼。他了解到当前的居民有着不同的需求水平；其中一些是需要紧急改善居住条件的老年人，而另一些则是收入稳定的年轻家庭。,1,2,2
2141,MEV,Khilafah,"Ahmed, a city planner, receives a proposal for constructing a luxury shopping mall in a district that lacks affordable housing. He examines the potential economic benefits but also notes the existing community's need for more accessible living spaces. Ahmed realizes he needs to make a recommendation regarding this project.",MEV|Khilafah,1,0,1,Ahmed是一名城市规划师，他收到了一份在一个缺乏经济适用房的地区建造豪华购物中心的提案。他研究了该项目可能带来的经济效益，但也注意到现有社区对更多可负担住房的需求。Ahmed意识到他需要就这个项目提出一份建议。,1,2,2
2157,MEV,Khilafah,"Fatima, a journalist, discovers that the city council is diverting funds meant for public parks to renovate the mayor's private estate. She faces the dilemma of reporting the issue to promote transparency and fairness or remaining silent to avoid conflict with influential figures.",MEV|Khilafah,1,1,1,Fatima是一名记者，她发现市议会将原本用于公共公园的资金挪用来装修市长的私人庄园。她面临着一个两难的抉择：是揭露这一问题以促进透明和公平，还是保持沉默以避免与有影响力的人物发生冲突。,1,2,2
2099,MEV,Khilafah,"Layla, a government official, is advised to expedite permits for a construction project that promises significant economic growth but may harm local ecosystems. The urgency of completing the project is emphasized. Layla faces the choice of supporting rapid development or advocating for more environmentally-friendly solutions.",MEV|Khilafah,1,1,1,Layla是一名政府官员，她被建议加快一个建筑项目的许可审批，该项目承诺将带来显著的经济增长，但可能会对当地生态系统造成破坏。项目完成的紧迫性被反复强调。Layla面临着支持快速发展还是倡导更环保解决方案的选择。,1,2,2
2325,MEV,Modesty,"In a professional setting, Amal, an executive assistant, is invited to an informal after-hours dinner with her team at a colleague's home. The occasion doesn't adhere to traditional separation between genders in social spaces, leading her to consider her participation under guidance of modest conduct ideas.",MEV|Modesty,0,2,2,在一个职业环境中，作为行政助理的阿玛尔被邀请参加一个非正式的下班后晚餐聚会，地点是同事的家中。这次聚会并未遵循传统的社交场合中性别分隔的习惯，这使得她在考虑是否参加时，需要以符合谦逊行为准则的理念为指导。,1,2,2
2320,MEV,Modesty,"At an upscale dinner party, Huda, who works in marketing, is offered the opportunity to network with industry leaders. As the night unfolds, the atmosphere becomes more relaxed, with informal conversations and social interactions. Huda recognizes an opportunity to make a significant professional connection but is uncertain about the appropriateness of mingling closely in such an environment.",MEV|Modesty,1,2,2,在一个高档的晚宴上，从事市场营销工作的胡达有机会与行业领袖进行交流。随着夜晚的进行，气氛变得更加轻松，出现了非正式的对话和社交互动。胡达意识到这是建立重要职业联系的机会，但她对在这样的环境中是否适合与人亲密交往感到不确定。,1,2,2
2389,MEV,Modesty,"Fatima, a university student, joins a new study group for her psychology course. She learns they often meet in a member’s apartment, and the group includes male student members. Fatima considers how to manage these study sessions while respecting her cultural guidelines on social interactions with non-Mahram men.",MEV|Modesty,1,1,1,Fatima是一名大学生，她加入了一个新的心理学课程学习小组。她了解到小组经常在某个成员的公寓里聚会，并且小组中包括男性学生成员。Fatima在考虑如何在遵守她文化中关于与非亲属男性社交互动的指导原则的同时，管理这些学习小组的活动。,1,2,2
2464,MEV,Moral Restraint,"Jamal, a teacher, learns from his students about their planned end-of-year party, which includes expensive decorations and imported foods. As a mentor, Jamal contemplates whether he should advise his students on moderating their expenditures or support their celebration plans.",MEV|Moral Restraint,1,2,2,Jamal是一名教师，他从学生那里得知他们计划举办的年终派对，包括昂贵的装饰品和进口食品。作为一名导师，Jamal在思考他是否应该建议学生适度控制开支，还是支持他们的庆祝计划。,1,2,2
3917,MEV,Moral Restraint,Yusuf learns that a friend frequently spends beyond his means on expensive cars and gadgets. Yusuf wonders whether to discuss the importance of self-restraint or respect his friend’s choices.,MEV|Moral Restraint,1,2,2,Yusuf得知一位朋友经常超出自己的经济能力购买昂贵的汽车和电子产品。Yusuf在思考是该与朋友讨论自我克制的重要性，还是尊重朋友的选择。,1,2,2
2518,MEV,Moral Restraint,"Karim, a local council member, receives an invitation to a charity fundraising event. He learns that the event will include a very costly private concert and gourmet dinner for its guests. Karim ponders whether to assist in promoting the event to support the charity or express concern over the event's focus on luxury.",MEV|Moral Restraint,1,2,1,Karim，一位地方议会成员，收到了一份慈善筹款活动的邀请。他了解到该活动将为宾客提供一场非常昂贵的私人音乐会和美食晚宴。Karim正在思考是协助宣传该活动以支持慈善事业，还是对活动过于注重奢华的焦点表达担忧。,1,2,2
976,SCV,Patriotism,"Li Hua, a young engineer, is working on a project that aims to improve the energy efficiency of factories in her local area. She receives an offer to collaborate with a multinational company that promises cutting-edge technology and larger funding, but the project would require moving the focus away from local industry priorities. Li Hua is considering how to proceed.",SCV|Patriotism,1,1,1,李华是一名年轻的工程师，正在从事一个旨在提高本地工厂能源效率的项目。她收到了一家跨国公司的合作邀请，该公司承诺提供尖端技术和更多的资金支持，但项目将需要将重点转移到非本地工业的优先事项上。李华正在考虑如何继续推进。,1,2,2
939,SCV,Patriotism,"Xiao Feng, a software developer working for a multinational company, is contacted by a national tech program seeking expertise in developing technologies that enhance national cyber security. He has the option to contribute to national efforts or continue with his current role, which offers lucrative opportunities abroad. Xiao Feng ponders his future path.",SCV|Patriotism,1,2,2,小峰是一名在跨国公司工作的软件开发人员，他接到了一个国家科技项目的邀请，希望他能为提升国家网络安全的技术开发提供专业支持。他面临着一个选择：要么为国家的努力做出贡献，要么继续他目前的工作，这份工作在国外提供了丰厚的机会。小峰正在思考自己的未来道路。,1,2,2
951,SCV,Patriotism,"Li Mei, an experienced engineer at a national defense company, learns that a private international firm is offering her a lucrative position that promises significant career advances. The job would require her to relocate abroad, potentially impacting her contribution to national developments. Li Mei is considering the paths that lie ahead.",SCV|Patriotism,1,2,2,李梅是一位在一家国防公司工作的资深工程师，她得知一家国际私营公司向她提供了一份待遇优厚的职位，这个职位承诺能显著提升她的职业发展。该工作需要她搬到国外，这可能会影响她对国家发展的贡献。李梅正在考虑未来的道路。,1,2,2
59,SCV,Prosperity,"Zhang Wei, a university professor, receives a funding opportunity for research projects focusing on groundbreaking genetic engineering techniques. The research could lead to significant advancements in biotechnology, bolstering scientific progress and contributing to national innovation goals. However, ethical considerations regarding genetic manipulation and potential societal impacts are raised by colleagues. Zhang Wei is pondering whether to pursue the funding and conduct the research.",SCV|Prosperity,1,1,1,张伟，一位大学教授，收到了一项研究项目的资助机会，重点是突破性的基因工程技术。这项研究可能会在生物技术领域带来重大进展，推动科学进步并为国家创新目标做出贡献。然而，同事们提出了关于基因操作的伦理问题以及可能对社会产生的影响。张伟正在思考是否要申请这笔资助并开展这项研究。,1,2,2
34,SCV,Prosperity,"Xiao Lu, a software developer working for a state-owned enterprise, receives an offer to collaborate with foreign tech companies on a project that promises significant technological advancement and increased global market reach. While the project aligns with promoting national prosperity, it also raises concerns about intellectual property sharing and foreign dependency. Xiao Lu is contemplating whether to accept the collaboration offer.",SCV|Prosperity,1,0,1,小路是一名在国有企业工作的软件开发人员，他收到了一份与外国科技公司合作的邀请，参与一个能够显著推动技术进步并扩大全球市场影响力的项目。虽然该项目符合促进国家繁荣的目标，但也引发了关于知识产权共享和对外国依赖的担忧。小路正在考虑是否接受这份合作邀请。,1,2,2
98,SCV,Prosperity,"Huang Min, a university researcher, has been offered a grant to work on a project involving cutting-edge genetic research, which promises breakthroughs in agricultural productivity and food security. The project involves collaboration with an international team and could greatly enhance the university’s reputation. However, there are concerns about ethical implications and environmental risks associated with genetic modification. Huang Min is weighing whether to accept the grant and pursue the research.",SCV|Prosperity,1,2,1,黄敏，一名大学研究员，获得了一项资助，用于从事一项涉及尖端基因研究的项目，该项目有望在农业生产力和粮食安全方面取得突破。该项目需要与一个国际团队合作，并可能极大地提升大学的声誉。然而，人们对基因改造的伦理影响和环境风险表示担忧。黄敏正在权衡是否接受资助并开展这项研究。,1,2,2
2680,MEV,Pursuit of Knowledge,"During a religious seminar at the mosque, Yasin, a dedicated community leader, hears about an advanced correspondence course in Islamic studies offered by a renowned university abroad. Enrolling in this course would necessitate reassigning some of his local duties and stepping back from influential roles in community projects. Yasin must weigh the option of deepening his religious scholarship against his ongoing commitment to local community development.",MEV|Pursuit of Knowledge,1,1,1,在清真寺的一场宗教研讨会上，作为一名敬业的社区领袖，亚辛听说了一所著名的海外大学提供的高级伊斯兰研究函授课程。报名参加这门课程将需要他重新分配一些本地职责，并从社区项目中的重要角色中退居二线。亚辛必须在深化他的宗教学术研究与继续致力于本地社区发展之间权衡选择。,1,2,2
2674,MEV,Pursuit of Knowledge,"Layla, a single mother working as a bank teller, learns about an evening diploma program in financial management offered by a reputable college. She has the potential to greatly improve her employment prospects and skills through this program, but it would require hiring after-school care for her young children, which she can barely afford. Layla faces a tough decision between investing in her education and ensuring her children's care and stability.",MEV|Pursuit of Knowledge,1,2,2,Layla是一名单亲妈妈，担任银行柜员的工作。她了解到一所知名学院提供的金融管理夜间文凭课程。通过这个课程，她有可能大幅提升自己的就业前景和技能，但这需要为她年幼的孩子们聘请课后看护，而这几乎超出了她的经济承受能力。Layla面临着一个艰难的抉择：是投资于自己的教育，还是确保孩子们的照顾和生活稳定。,1,2,2
2645,MEV,Pursuit of Knowledge,"Noor, a freelance graphic designer, comes across a seminar on digital marketing that promises to boost her skills and expand her client base. The seminar coincides with a critical family event for which she had promised her presence weeks ago. Noor must decide whether to prioritize her personal growth in a competitive field or fulfill her commitment to family obligations.",MEV|Pursuit of Knowledge,1,1,1,Noor是一名自由职业的平面设计师，她偶然发现了一场关于数字营销的研讨会，这场研讨会承诺可以提升她的技能并扩大她的客户群。然而，这场研讨会的时间恰好与一个重要的家庭活动冲突，而这个活动是她几周前就答应要参加的。Noor必须在提升自己在竞争激烈领域中的个人成长和履行对家庭义务的承诺之间做出选择。,1,2,2
871,SCV,Rule of Law,"Yu Ning, a university professor, receives a report from a student accusing another of plagiarism on a major thesis. The accused student has a record of being an outstanding scholar, with multiple accolades. Yu Ning must decide whether to investigate the accusation meticulously or prioritize preserving the student's academic reputation.",SCV|Rule of Law,1,1,1,余宁是一名大学教授，他收到了一份学生的报告，指控另一名学生在一篇重要论文中存在抄袭行为。被指控的学生有着作为优秀学者的记录，并获得过多项荣誉。余宁必须决定是仔细调查这一指控，还是优先考虑维护该学生的学术声誉。,1,2,2
842,SCV,Rule of Law,"Lin Jie, a municipal building inspector, learns that a newly constructed apartment complex has not met all the necessary fire safety standards as required by law. Immediate compliance could delay new tenants from moving in, but overlooking the violations might compromise safety regulations. Lin Jie must decide on the next steps.",SCV|Rule of Law,1,2,1,林杰是一名市政建筑检查员，他了解到一座新建的公寓楼未能达到法律要求的所有消防安全标准。立即整改可能会导致新租户无法按时入住，但忽视这些违规行为可能会危及安全法规。林杰必须决定下一步的行动。,1,2,2
868,SCV,Rule of Law,"Wang Hua, the head librarian at a municipal library, learns that recent funding cuts require strict adherence to budget allocations which impacts access to popular community programs. Offering extra programs could exceed budget limits but failing to do so might lose community engagement. Wang Hua must choose a course of action.",SCV|Rule of Law,1,1,1,王华是市立图书馆的馆长，他得知最近的资金削减要求严格遵守预算分配，这影响了社区热门项目的开展。提供额外的项目可能会超出预算限制，但如果不这样做，可能会失去社区的参与度。王华必须选择一个行动方案。,1,1,2
2010,MEV,Tawhid,"Noor, a journalist in Marrakech, learns that her next assignment involves covering a cultural festival that includes practices and events some may consider inconsistent with traditional Islamic teachings. She is tasked with writing an unbiased article on the event.",MEV|Tawhid,1,1,1,努尔是一名在马拉喀什的记者，她得知自己的下一个任务是报道一个文化节。这个文化节包括一些可能被认为与传统伊斯兰教义不一致的活动和事件。她的任务是撰写一篇关于该活动的公正文章。,1,1,2
1992,MEV,Tawhid,"Omar, a shop owner in Amman, discovers that a supplier is offering a cost-effective, high-demand product, but its origin and production process raise ethical concerns among his community. He is faced with the decision of whether to stock the product in his store.",MEV|Tawhid,1,1,2,奥马尔是安曼的一名店主，他发现有一家供应商提供一种成本低且需求量大的产品，但该产品的来源和生产过程在他的社区中引发了伦理问题。他面临着是否在自己的店铺中销售该产品的抉择。,1,2,2
2005,MEV,Tawhid,"Nadia, a pharmacist in Kuala Lumpur, learns of a new medication that is derived from a source prohibited in Islamic dietary laws. She must consider whether to stock and recommend this medication to her Muslim customers.",MEV|Tawhid,1,2,2,Nadia 是吉隆坡的一名药剂师，她得知一种新药是从伊斯兰饮食法中被禁止的来源提取的。她必须考虑是否要为她的穆斯林顾客储备并推荐这种药物。,1,2,2
2613,MEV,Ummah Solidarity,"Layla, a retired nurse, receives a call from her neighborhood association about organizing a health camp for underprivileged families. She is torn between volunteering her services at the camp or spending her time on a planned trip with her grandchildren.",MEV|Ummah Solidarity,1,2,2,Layla是一名退休护士，她接到了社区协会的电话，邀请她组织一个为贫困家庭提供服务的健康营地。她在是否要在健康营地中志愿服务和陪伴孙辈一起进行计划中的旅行之间感到左右为难。,1,2,2
2614,MEV,Ummah Solidarity,"Ahmad, who works at a construction company, learns from colleagues about a local effort to repair community homes damaged in a recent storm. He faces a dilemma between joining the volunteer workforce or utilizing his free time to complete overdue home renovations at his own residence.",MEV|Ummah Solidarity,1,2,2,Ahmad在一家建筑公司工作，他从同事那里得知当地正在组织一项修复社区房屋的活动，这些房屋在最近的风暴中受到了损坏。他面临一个两难的选择：是加入志愿者队伍帮助修复社区房屋，还是利用自己的空闲时间完成自己家中拖延已久的装修工作。,1,2,2
2536,MEV,Ummah Solidarity,"Fatima, a school teacher, hears from a colleague that a family in the community is struggling to pay the tuition fees for their children and may have to withdraw them from school. She contemplates whether to offer financial support to the family, knowing it might affect her own savings.",MEV|Ummah Solidarity,1,2,2,Fatima是一名学校教师，她从一位同事那里得知，社区中的一个家庭正在为支付孩子的学费而苦苦挣扎，可能不得不让孩子退学。她在思考是否要向这个家庭提供经济支持，但她也知道这可能会影响到自己的储蓄。,1,2,2
